generation,rank_1,rank_2,swapAccepted
17665000,2,4,0
17666000,3,4,0
17667000,3,4,0
17668000,3,4,0
17669000,1,4,0
17670000,1,4,0
17671000,1,2,0
17672000,3,4,0
17673000,1,3,0
17674000,1,2,0
17675000,1,4,0
17676000,2,3,0
17677000,2,4,0
17678000,1,4,0
17679000,1,2,0
17680000,1,4,0
17681000,2,4,0
17682000,3,4,0
17683000,2,4,0
17684000,3,4,0
17685000,1,4,0
17686000,1,2,0
17687000,3,4,0
17688000,1,3,0
17689000,2,3,0
17690000,2,3,0
17691000,1,4,0
17692000,2,3,0
17693000,3,4,0
17694000,1,3,0
17695000,1,3,0
17696000,1,4,0
17697000,3,4,0
17698000,3,4,0
17699000,3,4,0
17700000,2,4,0
17701000,2,4,0
17702000,2,4,0
17703000,1,4,0
17704000,1,3,0
17705000,2,4,0
17706000,3,4,0
17707000,1,3,0
17708000,1,2,0
17709000,1,2,0
17710000,2,3,0
17711000,2,4,0
17712000,2,3,0
17713000,2,3,0
17714000,3,4,0
17715000,1,2,0
17716000,1,2,0
17717000,1,4,0
17718000,1,3,0
17719000,1,4,0
17720000,1,3,0
17721000,3,4,0
17722000,1,3,0
17723000,3,4,0
17724000,2,4,0
17725000,3,4,0
17726000,3,4,0
17727000,3,4,0
17728000,2,4,0
17729000,2,4,0
17730000,1,2,0
17731000,1,4,0
17732000,2,4,0
17733000,1,3,0
17734000,2,3,0
17735000,3,4,0
17736000,1,3,0
17737000,1,3,0
17738000,1,4,0
17739000,1,2,0
17740000,2,3,0
17741000,2,4,0
17742000,3,4,0
17743000,2,3,0
17744000,1,3,0
17745000,2,3,0
17746000,1,2,0
17747000,1,2,0
17748000,1,4,0
17749000,2,3,0
17750000,2,3,0
17751000,2,3,0
17752000,1,4,0
17753000,3,4,0
17754000,1,3,0
17755000,1,3,0
17756000,1,2,0
17757000,1,4,0
17758000,1,4,0
17759000,2,4,0
17760000,1,4,0
17761000,1,4,0
17762000,2,3,0
17763000,1,2,0
17764000,2,3,0
17765000,1,4,0
17766000,3,4,0
17767000,1,4,0
17768000,1,2,0
17769000,1,4,0
17770000,2,3,0
17771000,3,4,0
17772000,1,2,0
17773000,1,3,0
17774000,1,4,0
17775000,1,4,0
17776000,3,4,0
17777000,3,4,0
17778000,1,3,0
17779000,2,4,0
17780000,2,4,0
17781000,2,3,0
17782000,3,4,0
17783000,1,3,0
17784000,2,4,0
17785000,2,3,0
17786000,2,3,0
17787000,2,4,0
17788000,1,2,0
17789000,2,4,0
17790000,1,3,0
17791000,2,4,0
17792000,3,4,0
17793000,1,3,0
17794000,1,4,0
17795000,2,4,0
17796000,2,4,0
17797000,1,3,0
17798000,1,3,0
17799000,1,2,0
17800000,1,4,0
17801000,1,2,0
17802000,1,4,0
17803000,1,4,0
17804000,2,3,0
17805000,1,3,0
17806000,1,2,0
17807000,1,3,0
17808000,1,4,0
17809000,1,2,0
17810000,3,4,0
17811000,2,4,0
17812000,1,4,0
17813000,2,4,0
17814000,3,4,0
17815000,1,3,0
17816000,1,2,0
17817000,1,3,0
17818000,1,3,0
17819000,1,2,0
17820000,2,3,0
17821000,1,4,0
17822000,2,4,0
17823000,1,4,0
17824000,1,3,0
17825000,2,3,0
17826000,1,3,0
17827000,2,3,0
17828000,1,2,0
17829000,1,3,0
17830000,3,4,0
17831000,2,3,0
17832000,1,2,0
17833000,3,4,0
17834000,1,4,0
17835000,2,4,0
17836000,1,3,0
17837000,1,3,0
17838000,3,4,0
17839000,3,4,0
17840000,2,4,0
17841000,1,2,0
17842000,1,2,0
17843000,1,2,0
17844000,1,4,0
17845000,1,3,0
17846000,2,3,0
17847000,2,3,0
17848000,1,4,0
17849000,3,4,0
17850000,1,4,0
17851000,1,4,0
17852000,2,4,0
17853000,1,3,0
17854000,1,3,0
17855000,1,2,0
17856000,2,3,0
17857000,3,4,0
17858000,1,2,0
17859000,1,3,0
17860000,1,2,0
17861000,1,4,0
17862000,1,3,0
17863000,3,4,0
17864000,3,4,0
17865000,1,4,0
17866000,1,3,0
17867000,1,3,0
17868000,3,4,0
17869000,2,4,0
17870000,2,3,0
17871000,2,4,0
17872000,3,4,0
17873000,2,3,0
17874000,3,4,0
17875000,2,4,0
17876000,2,3,0
17877000,2,4,0
17878000,1,2,0
17879000,1,2,0
17880000,3,4,0
17881000,1,2,0
17882000,1,4,0
17883000,2,3,0
17884000,2,4,0
17885000,1,3,0
17886000,2,4,0
17887000,1,3,0
17888000,2,4,0
17889000,1,2,0
17890000,2,3,0
17891000,3,4,0
17892000,1,3,0
17893000,2,4,0
17894000,3,4,0
17895000,2,3,0
17896000,2,3,0
17897000,2,3,0
17898000,1,3,0
17899000,1,2,0
17900000,1,2,0
17901000,1,4,0
17902000,2,4,0
17903000,2,4,0
17904000,1,2,0
17905000,2,4,0
17906000,3,4,0
17907000,2,3,0
17908000,2,3,0
17909000,2,3,0
17910000,3,4,0
17911000,1,2,0
17912000,2,3,0
17913000,1,3,0
17914000,1,4,0
17915000,1,3,0
17916000,1,3,0
17917000,2,4,0
17918000,1,4,0
17919000,2,3,0
17920000,1,2,0
17921000,3,4,0
17922000,1,4,0
17923000,2,3,0
17924000,2,4,0
17925000,1,2,0
17926000,3,4,0
17927000,1,2,0
17928000,2,3,0
17929000,1,2,0
17930000,1,4,0
17931000,2,4,0
17932000,2,4,0
17933000,2,4,0
17934000,1,4,0
17935000,1,4,0
17936000,1,3,0
17937000,1,3,0
17938000,1,3,0
17939000,1,2,0
17940000,3,4,0
17941000,3,4,0
17942000,2,4,0
17943000,1,4,0
17944000,1,4,0
17945000,1,2,0
17946000,2,4,0
17947000,3,4,0
17948000,1,3,0
17949000,2,4,0
17950000,3,4,0
17951000,2,3,0
17952000,2,4,0
17953000,1,3,0
17954000,1,4,0
17955000,2,4,0
17956000,1,4,0
17957000,1,4,0
17958000,1,4,0
17959000,1,2,0
17960000,1,4,0
17961000,2,3,0
17962000,1,3,0
17963000,1,3,0
17964000,1,2,0
17965000,1,2,0
17966000,3,4,0
17967000,1,2,0
17968000,2,4,0
17969000,3,4,0
17970000,2,4,0
17971000,1,3,0
17972000,3,4,0
17973000,3,4,0
17974000,3,4,0
17975000,1,4,0
17976000,2,4,0
17977000,1,3,0
17978000,2,3,0
17979000,1,4,0
17980000,1,4,0
17981000,1,2,0
17982000,1,4,0
17983000,2,4,0
17984000,2,3,0
17985000,1,4,0
17986000,2,4,0
17987000,2,4,0
17988000,2,4,0
17989000,2,4,0
17990000,2,4,0
17991000,1,3,0
17992000,1,2,0
17993000,2,4,0
17994000,2,3,0
17995000,3,4,0
17996000,3,4,0
17997000,1,2,0
17998000,1,4,0
17999000,2,3,0
18000000,1,3,0
18001000,2,3,0
18002000,2,3,0
18003000,1,2,0
18004000,3,4,0
18005000,1,2,0
18006000,1,4,0
18007000,1,2,0
18008000,3,4,0
18009000,2,3,0
18010000,2,3,0
18011000,1,2,0
18012000,2,3,0
18013000,2,4,0
18014000,3,4,0
18015000,1,3,0
18016000,3,4,0
18017000,1,3,0
18018000,2,4,0
18019000,2,3,0
18020000,3,4,0
18021000,2,4,0
18022000,1,3,0
18023000,1,3,0
18024000,3,4,0
18025000,2,3,0
18026000,3,4,0
18027000,1,2,0
18028000,3,4,0
18029000,1,3,0
18030000,1,3,0
18031000,1,3,0
18032000,2,3,0
18033000,1,2,0
18034000,2,4,0
18035000,1,4,0
18036000,2,4,0
18037000,2,3,0
18038000,1,2,0
18039000,2,3,0
18040000,1,3,0
18041000,1,3,0
18042000,1,2,0
18043000,3,4,0
18044000,2,3,0
18045000,2,3,0
18046000,3,4,0
18047000,1,3,0
18048000,1,3,0
18049000,1,2,0
18050000,1,3,0
18051000,1,2,0
18052000,2,3,0
18053000,2,4,0
18054000,1,2,0
18055000,1,4,0
18056000,1,2,0
18057000,2,4,0
18058000,2,4,0
18059000,2,4,0
18060000,1,2,0
18061000,1,4,0
18062000,1,2,0
18063000,2,4,0
18064000,2,4,0
18065000,1,3,0
18066000,1,3,0
18067000,3,4,0
18068000,1,4,0
18069000,1,3,0
18070000,2,4,0
18071000,2,3,0
18072000,3,4,0
18073000,1,4,0
18074000,1,3,0
18075000,2,3,0
18076000,1,3,0
18077000,1,2,0
18078000,1,4,0
18079000,1,2,0
18080000,1,2,0
18081000,1,4,0
18082000,3,4,0
18083000,1,3,0
18084000,1,2,0
18085000,3,4,0
18086000,1,3,0
18087000,3,4,0
18088000,1,4,0
18089000,1,2,0
18090000,2,4,0
18091000,2,4,0
18092000,3,4,0
18093000,2,4,0
18094000,2,4,0
18095000,2,3,0
18096000,1,3,0
18097000,1,3,0
18098000,2,3,0
18099000,2,4,0
18100000,1,2,0
18101000,2,4,0
18102000,2,3,0
18103000,1,3,0
18104000,2,3,0
18105000,3,4,0
18106000,1,2,0
18107000,1,2,0
18108000,2,4,0
18109000,3,4,0
18110000,3,4,0
18111000,1,4,0
18112000,1,3,0
18113000,3,4,0
18114000,2,3,0
18115000,3,4,0
18116000,2,4,0
18117000,3,4,0
18118000,1,2,0
18119000,3,4,0
18120000,1,4,0
18121000,1,4,0
18122000,1,2,0
18123000,2,3,0
18124000,1,3,0
18125000,3,4,0
18126000,2,3,0
18127000,2,3,0
18128000,1,2,0
18129000,1,3,0
18130000,2,4,0
18131000,1,4,0
18132000,1,2,0
18133000,1,3,0
18134000,1,4,0
18135000,1,3,0
18136000,2,4,0
18137000,2,3,0
18138000,2,3,0
18139000,2,3,0
18140000,3,4,0
18141000,2,3,0
18142000,1,4,0
18143000,2,4,0
18144000,2,3,0
18145000,1,3,0
18146000,1,2,0
18147000,1,3,0
18148000,2,3,0
18149000,1,4,0
18150000,1,2,0
18151000,1,2,0
18152000,3,4,0
18153000,2,3,0
18154000,1,3,0
18155000,1,2,0
18156000,1,3,0
18157000,2,3,0
18158000,3,4,0
18159000,2,4,0
18160000,1,4,0
18161000,1,3,0
18162000,2,3,0
18163000,2,3,0
18164000,1,2,0
18165000,1,2,0
18166000,1,4,0
18167000,1,4,0
18168000,1,2,0
18169000,3,4,0
18170000,1,2,0
18171000,3,4,0
18172000,1,2,0
18173000,1,4,0
18174000,1,3,0
18175000,1,4,0
18176000,1,4,0
18177000,1,2,0
18178000,1,4,0
18179000,1,3,0
18180000,3,4,0
18181000,2,4,0
18182000,1,2,0
18183000,2,3,0
18184000,2,4,0
18185000,3,4,0
18186000,1,3,0
18187000,1,2,0
18188000,1,4,0
18189000,2,3,0
18190000,1,3,0
18191000,2,4,0
18192000,2,4,0
18193000,3,4,0
18194000,1,3,0
18195000,1,4,0
18196000,1,2,0
18197000,3,4,0
18198000,3,4,0
18199000,2,4,0
18200000,2,4,0
18201000,1,4,0
18202000,1,4,0
18203000,2,3,0
18204000,3,4,0
18205000,1,2,0
18206000,1,4,0
18207000,3,4,0
18208000,2,3,0
18209000,1,3,0
18210000,2,4,0
18211000,1,4,0
18212000,1,3,0
18213000,2,3,0
18214000,2,3,0
18215000,1,2,0
18216000,1,2,0
18217000,3,4,0
18218000,1,2,0
18219000,1,2,0
18220000,1,3,0
18221000,1,2,0
18222000,2,3,0
18223000,2,4,0
18224000,1,4,0
18225000,1,4,0
18226000,2,4,0
18227000,3,4,0
18228000,2,4,0
18229000,2,3,0
18230000,3,4,0
18231000,1,4,0
18232000,1,2,0
18233000,1,4,0
18234000,3,4,0
18235000,3,4,0
18236000,3,4,0
18237000,3,4,0
18238000,3,4,0
18239000,1,4,0
18240000,1,2,0
18241000,3,4,0
18242000,1,2,0
18243000,2,4,0
18244000,3,4,0
18245000,3,4,0
18246000,1,3,0
18247000,1,2,0
18248000,1,2,0
18249000,1,2,0
18250000,1,2,0
18251000,1,2,0
18252000,1,3,0
18253000,2,4,0
18254000,2,3,0
18255000,2,3,0
18256000,3,4,0
18257000,2,3,0
18258000,3,4,0
18259000,1,3,0
18260000,1,2,0
18261000,3,4,0
18262000,3,4,0
18263000,2,4,0
18264000,1,2,0
18265000,2,3,0
18266000,3,4,0
18267000,1,2,0
18268000,2,3,0
18269000,1,2,0
18270000,1,2,0
18271000,2,3,0
18272000,1,3,0
18273000,2,3,0
18274000,2,3,0
18275000,3,4,0
18276000,1,4,0
18277000,1,4,0
18278000,1,3,0
18279000,1,4,0
18280000,1,3,0
18281000,1,3,0
18282000,1,2,0
18283000,1,2,0
18284000,1,4,0
18285000,1,4,0
18286000,1,4,0
18287000,3,4,0
18288000,1,3,0
18289000,1,2,0
18290000,3,4,0
18291000,1,2,0
18292000,3,4,0
18293000,2,4,0
18294000,1,4,0
18295000,3,4,0
18296000,1,3,0
18297000,2,3,0
18298000,2,3,0
18299000,3,4,0
18300000,3,4,0
18301000,2,3,0
18302000,3,4,0
18303000,3,4,0
18304000,1,2,0
18305000,3,4,0
18306000,2,4,0
18307000,1,3,0
18308000,3,4,0
18309000,1,3,0
18310000,2,3,0
18311000,2,3,0
18312000,1,4,0
18313000,1,3,0
18314000,1,2,0
18315000,2,4,0
18316000,2,3,0
18317000,2,4,0
18318000,1,4,0
18319000,3,4,0
18320000,2,3,0
18321000,2,3,0
18322000,3,4,0
18323000,2,3,0
18324000,3,4,0
18325000,1,3,0
18326000,1,4,0
18327000,1,2,0
18328000,2,3,0
18329000,2,3,0
18330000,1,3,0
18331000,1,2,0
18332000,1,4,0
18333000,1,3,0
18334000,2,4,0
18335000,1,4,0
18336000,1,4,0
18337000,3,4,0
18338000,3,4,0
18339000,2,3,0
18340000,1,4,0
18341000,1,2,0
18342000,2,4,0
18343000,3,4,0
18344000,1,3,0
18345000,1,4,0
18346000,1,2,0
18347000,2,4,0
18348000,1,2,0
18349000,1,3,0
18350000,2,4,0
18351000,1,3,0
18352000,1,2,0
18353000,2,4,0
18354000,2,3,0
18355000,2,3,0
18356000,1,4,0
18357000,1,3,0
18358000,1,3,0
18359000,1,3,0
18360000,1,3,0
18361000,3,4,0
18362000,2,4,0
18363000,1,3,0
18364000,1,4,0
18365000,2,3,0
18366000,2,4,0
18367000,1,4,0
18368000,3,4,0
18369000,2,4,0
18370000,1,2,0
18371000,2,4,0
18372000,2,4,0
18373000,1,3,0
18374000,3,4,0
18375000,1,2,0
18376000,3,4,0
18377000,3,4,0
18378000,1,4,0
18379000,2,3,0
18380000,1,2,0
18381000,2,3,0
18382000,3,4,0
18383000,2,3,0
18384000,1,2,0
18385000,2,3,0
18386000,1,4,0
18387000,1,2,0
18388000,3,4,0
18389000,3,4,0
18390000,3,4,0
18391000,3,4,0
18392000,1,2,0
18393000,2,4,0
18394000,3,4,0
18395000,1,4,0
18396000,1,3,0
18397000,2,4,0
18398000,1,4,0
18399000,2,4,0
18400000,3,4,0
18401000,1,2,0
18402000,1,4,0
18403000,2,3,0
18404000,1,3,0
18405000,3,4,0
18406000,2,3,0
18407000,3,4,0
18408000,2,3,0
18409000,1,3,0
18410000,1,3,0
18411000,2,3,0
18412000,1,3,0
18413000,3,4,0
18414000,2,3,0
18415000,2,3,0
18416000,2,4,0
18417000,2,4,0
18418000,3,4,0
18419000,3,4,0
18420000,3,4,0
18421000,1,4,0
18422000,2,3,0
18423000,3,4,0
18424000,1,2,0
18425000,1,4,0
18426000,2,3,0
18427000,1,3,0
18428000,3,4,0
18429000,3,4,0
18430000,1,3,0
18431000,2,3,0
18432000,3,4,0
18433000,3,4,0
18434000,1,2,0
18435000,3,4,0
18436000,1,3,0
18437000,1,3,0
18438000,1,3,0
18439000,1,2,0
18440000,2,4,0
18441000,1,2,0
18442000,1,3,0
18443000,1,4,0
18444000,2,4,0
18445000,1,2,0
18446000,1,4,0
18447000,1,2,0
18448000,1,3,0
18449000,3,4,0
18450000,2,3,0
18451000,1,4,0
18452000,1,2,0
18453000,1,3,0
18454000,2,4,0
18455000,2,3,0
18456000,1,3,0
18457000,3,4,0
18458000,3,4,0
18459000,1,4,0
18460000,1,4,0
18461000,3,4,0
18462000,1,3,0
18463000,1,3,0
18464000,2,4,0
18465000,1,3,0
18466000,3,4,0
18467000,1,2,0
18468000,1,3,0
18469000,1,2,0
18470000,2,3,0
18471000,3,4,0
18472000,1,3,0
18473000,2,4,0
18474000,3,4,0
18475000,2,4,0
18476000,2,4,0
18477000,1,2,0
18478000,2,3,0
18479000,2,3,0
18480000,2,4,0
18481000,1,4,0
18482000,2,4,0
18483000,1,2,0
18484000,1,2,0
18485000,1,2,0
18486000,1,2,0
18487000,3,4,0
18488000,1,3,0
18489000,1,3,0
18490000,2,4,0
18491000,1,2,0
18492000,3,4,0
18493000,3,4,0
18494000,3,4,0
18495000,1,2,0
18496000,3,4,0
18497000,2,4,0
18498000,1,2,0
18499000,2,4,0
18500000,2,3,0
18501000,1,4,0
18502000,2,3,0
18503000,1,2,0
18504000,1,4,0
18505000,1,3,0
18506000,1,3,0
18507000,2,3,0
18508000,1,2,0
18509000,2,4,0
18510000,3,4,0
18511000,1,2,0
18512000,3,4,0
18513000,1,2,0
18514000,2,3,0
18515000,1,4,0
18516000,2,4,0
18517000,3,4,0
18518000,2,3,0
18519000,1,3,0
18520000,1,3,0
18521000,2,3,0
18522000,2,4,0
18523000,2,3,0
18524000,1,2,0
18525000,1,3,0
18526000,2,4,0
18527000,1,2,0
18528000,2,3,0
18529000,3,4,0
18530000,1,2,0
18531000,1,3,0
18532000,3,4,0
18533000,2,3,0
18534000,1,3,0
18535000,1,3,0
18536000,3,4,0
18537000,2,3,0
18538000,2,3,0
18539000,3,4,0
18540000,2,4,0
18541000,1,2,0
18542000,1,4,0
18543000,2,3,0
18544000,1,2,0
18545000,2,3,0
18546000,1,3,0
18547000,3,4,0
18548000,2,4,0
18549000,1,2,0
18550000,2,4,0
18551000,1,3,0
18552000,2,3,0
18553000,1,3,0
18554000,2,3,0
18555000,3,4,0
18556000,3,4,0
18557000,1,4,0
18558000,2,3,0
18559000,2,4,0
18560000,1,3,0
18561000,2,4,0
18562000,1,4,0
18563000,1,4,0
18564000,1,2,0
18565000,1,2,0
18566000,1,3,0
18567000,3,4,0
18568000,2,3,0
18569000,2,4,0
18570000,1,4,0
18571000,1,3,0
18572000,1,2,0
18573000,3,4,0
18574000,2,4,0
18575000,1,3,0
18576000,3,4,0
18577000,2,4,0
18578000,3,4,0
18579000,2,4,0
18580000,1,3,0
18581000,2,4,0
18582000,1,4,0
18583000,1,2,0
18584000,1,3,0
18585000,1,4,0
18586000,2,3,0
18587000,1,4,0
18588000,3,4,0
18589000,2,3,0
18590000,1,3,0
18591000,1,3,0
18592000,1,2,0
18593000,1,4,0
18594000,3,4,0
18595000,1,4,0
18596000,1,2,0
18597000,1,3,0
18598000,1,2,0
18599000,1,3,0
18600000,1,4,0
18601000,1,2,0
18602000,2,4,0
18603000,2,3,0
18604000,3,4,0
18605000,2,4,0
18606000,1,2,0
18607000,1,2,0
18608000,1,2,0
18609000,2,3,0
18610000,1,2,0
18611000,2,4,0
18612000,1,3,0
18613000,1,2,0
18614000,1,4,0
18615000,3,4,0
18616000,1,4,0
18617000,1,3,0
18618000,2,3,0
18619000,3,4,0
18620000,1,4,0
18621000,2,3,0
18622000,2,3,0
18623000,3,4,0
18624000,2,4,0
18625000,1,4,0
18626000,1,4,0
18627000,3,4,0
18628000,2,3,0
18629000,2,3,0
18630000,2,3,0
18631000,3,4,0
18632000,1,4,0
18633000,2,3,0
18634000,3,4,0
18635000,3,4,0
18636000,2,3,0
18637000,2,4,0
18638000,2,3,0
18639000,2,4,0
18640000,1,2,0
18641000,1,4,0
18642000,1,2,0
18643000,1,4,0
18644000,1,2,0
18645000,2,3,0
18646000,2,3,0
18647000,1,2,0
18648000,1,4,0
18649000,1,3,0
18650000,1,4,0
18651000,1,4,0
18652000,1,2,0
18653000,1,3,0
18654000,1,2,0
18655000,3,4,0
18656000,2,3,0
18657000,1,3,0
18658000,1,3,0
18659000,1,2,0
18660000,1,3,0
18661000,3,4,0
18662000,1,3,0
18663000,2,4,0
18664000,2,4,0
18665000,1,2,0
18666000,1,3,0
18667000,1,3,0
18668000,3,4,0
18669000,1,2,0
18670000,2,4,0
18671000,2,3,0
18672000,2,3,0
18673000,1,3,0
18674000,2,3,0
18675000,3,4,0
18676000,1,3,0
18677000,1,3,0
18678000,1,3,0
18679000,3,4,0
18680000,1,4,0
18681000,2,3,0
18682000,1,3,0
18683000,1,3,0
18684000,1,2,0
18685000,2,3,0
18686000,1,2,0
18687000,1,3,0
18688000,2,3,0
18689000,2,4,0
18690000,2,3,0
18691000,2,4,0
18692000,2,4,0
18693000,3,4,0
18694000,2,3,0
18695000,1,2,0
18696000,2,3,0
18697000,1,2,0
18698000,1,2,0
18699000,2,3,0
18700000,2,4,0
18701000,3,4,0
18702000,1,2,0
18703000,3,4,0
18704000,3,4,0
18705000,1,2,0
18706000,2,4,0
18707000,3,4,0
18708000,3,4,0
18709000,1,2,0
18710000,3,4,0
18711000,3,4,0
18712000,1,3,0
18713000,2,3,0
18714000,3,4,0
18715000,2,4,0
18716000,1,3,0
18717000,1,2,0
18718000,1,4,0
18719000,2,3,0
18720000,3,4,0
18721000,1,3,0
18722000,1,2,0
18723000,2,3,0
18724000,1,2,0
18725000,3,4,0
18726000,2,3,0
18727000,2,4,0
18728000,2,3,0
18729000,1,3,0
18730000,1,4,0
18731000,1,4,0
18732000,1,3,0
18733000,1,3,0
18734000,2,3,0
18735000,1,2,0
18736000,1,4,0
18737000,1,3,0
18738000,1,3,0
18739000,2,4,0
18740000,2,4,0
18741000,1,4,0
18742000,3,4,0
18743000,3,4,0
18744000,3,4,0
18745000,3,4,0
18746000,2,4,0
18747000,3,4,0
18748000,3,4,0
18749000,1,3,0
18750000,1,3,0
18751000,2,3,0
18752000,1,2,0
18753000,1,3,0
18754000,2,3,0
18755000,3,4,0
18756000,1,3,0
18757000,1,3,0
18758000,2,3,0
18759000,3,4,0
18760000,3,4,0
18761000,1,2,0
18762000,1,4,0
18763000,2,3,0
18764000,3,4,0
18765000,1,4,0
18766000,2,4,0
18767000,1,3,0
18768000,1,4,0
18769000,2,3,0
18770000,1,2,0
18771000,1,3,0
18772000,3,4,0
18773000,1,2,0
18774000,2,4,0
18775000,2,3,0
18776000,2,4,0
18777000,1,4,0
18778000,2,3,0
18779000,2,3,0
18780000,1,4,0
18781000,3,4,0
18782000,1,3,0
18783000,1,4,0
18784000,3,4,0
18785000,3,4,0
18786000,1,4,0
18787000,2,3,0
18788000,1,3,0
18789000,2,4,0
18790000,1,4,0
18791000,3,4,0
18792000,1,3,0
18793000,1,2,0
18794000,2,3,0
18795000,1,3,0
18796000,1,3,0
18797000,1,4,0
18798000,2,3,0
18799000,2,4,0
18800000,3,4,0
18801000,1,2,0
18802000,1,2,0
18803000,1,4,0
18804000,3,4,0
18805000,2,4,0
18806000,1,4,0
18807000,1,2,0
18808000,3,4,0
18809000,2,4,0
18810000,2,4,0
18811000,2,4,0
18812000,1,2,0
18813000,1,3,0
18814000,2,4,0
18815000,1,3,0
18816000,1,2,0
18817000,3,4,0
18818000,1,2,0
18819000,1,2,0
18820000,1,2,0
18821000,1,2,0
18822000,2,4,0
18823000,2,3,0
18824000,3,4,0
18825000,1,2,0
18826000,1,2,0
18827000,1,3,0
18828000,2,3,0
18829000,1,2,0
18830000,1,4,0
18831000,1,3,0
18832000,1,4,0
18833000,3,4,0
18834000,1,4,0
18835000,1,4,0
18836000,2,4,0
18837000,1,4,0
18838000,3,4,0
18839000,1,4,0
18840000,1,2,0
18841000,1,4,0
18842000,1,3,0
18843000,1,4,0
18844000,1,2,0
18845000,2,3,0
18846000,1,3,0
18847000,3,4,0
18848000,2,3,0
18849000,1,4,0
18850000,2,4,0
18851000,1,4,0
18852000,3,4,0
18853000,3,4,0
18854000,3,4,0
18855000,1,2,0
18856000,1,2,0
18857000,2,4,0
18858000,1,2,0
18859000,1,3,0
18860000,1,2,0
18861000,2,3,0
18862000,1,2,0
18863000,3,4,0
18864000,2,4,0
18865000,2,3,0
18866000,1,4,0
18867000,2,3,0
18868000,2,4,0
18869000,2,3,0
18870000,2,3,0
18871000,1,4,0
18872000,3,4,0
18873000,1,2,0
18874000,1,3,0
18875000,3,4,0
18876000,1,4,0
18877000,1,3,0
18878000,1,4,0
18879000,2,3,0
18880000,1,2,0
18881000,1,4,0
18882000,1,4,0
18883000,1,2,0
18884000,1,4,0
18885000,1,4,0
18886000,3,4,0
18887000,2,3,0
18888000,3,4,0
18889000,2,3,0
18890000,2,3,0
18891000,1,3,0
18892000,1,4,0
18893000,1,3,0
18894000,1,3,0
18895000,1,4,0
18896000,1,4,0
18897000,1,4,0
18898000,1,2,0
18899000,2,3,0
18900000,1,4,0
18901000,1,3,0
18902000,1,3,0
18903000,2,3,0
18904000,1,2,0
18905000,1,3,0
18906000,3,4,0
18907000,1,2,0
18908000,1,2,0
18909000,1,4,0
18910000,3,4,0
18911000,1,4,0
18912000,2,3,0
18913000,1,4,0
18914000,2,3,0
18915000,1,3,0
18916000,1,4,0
18917000,2,4,0
18918000,1,2,0
18919000,2,3,0
18920000,2,3,0
18921000,1,3,0
18922000,2,3,0
18923000,3,4,0
18924000,1,3,0
18925000,3,4,0
18926000,1,4,0
18927000,1,2,0
18928000,1,2,0
18929000,1,4,0
18930000,3,4,0
18931000,1,4,0
18932000,1,4,0
18933000,1,2,0
18934000,1,2,0
18935000,3,4,0
18936000,2,3,0
18937000,1,2,0
18938000,2,4,0
18939000,2,3,0
18940000,2,4,0
18941000,1,3,0
18942000,1,4,0
18943000,1,2,0
18944000,2,4,0
18945000,1,4,0
18946000,1,2,0
18947000,1,2,0
18948000,1,4,0
18949000,2,3,0
18950000,1,4,0
18951000,1,2,0
18952000,3,4,0
18953000,2,4,0
18954000,2,3,0
18955000,1,4,0
18956000,1,4,0
18957000,1,2,0
18958000,1,4,0
18959000,1,2,0
18960000,2,4,0
18961000,2,4,0
18962000,1,4,0
18963000,1,4,0
18964000,2,4,0
18965000,2,3,0
18966000,1,2,0
18967000,2,3,0
18968000,1,2,0
18969000,3,4,0
18970000,3,4,0
18971000,3,4,0
18972000,1,4,0
18973000,1,3,0
18974000,1,4,0
18975000,1,3,0
18976000,1,3,0
18977000,1,4,0
18978000,1,4,0
18979000,2,4,0
18980000,2,3,0
18981000,3,4,0
18982000,2,4,0
18983000,2,3,0
18984000,1,3,0
18985000,3,4,0
18986000,2,4,0
18987000,1,4,0
18988000,1,3,0
18989000,1,4,0
18990000,1,2,0
18991000,2,3,0
18992000,1,3,0
18993000,1,2,0
18994000,1,3,0
18995000,1,3,0
18996000,2,3,0
18997000,3,4,0
18998000,1,4,0
18999000,2,3,0
19000000,2,4,0
19001000,2,3,0
19002000,2,4,0
19003000,3,4,0
19004000,2,3,0
19005000,2,3,0
19006000,2,4,0
19007000,1,2,0
19008000,1,2,0
19009000,1,4,0
19010000,1,2,0
19011000,1,2,0
19012000,2,3,0
19013000,1,4,0
19014000,1,4,0
19015000,3,4,0
19016000,2,4,0
19017000,2,4,0
19018000,1,3,0
19019000,1,2,0
19020000,1,3,0
19021000,1,4,0
19022000,1,2,0
19023000,2,3,0
19024000,3,4,0
19025000,1,4,0
19026000,1,4,0
19027000,1,4,0
19028000,3,4,0
19029000,2,4,0
19030000,1,3,0
19031000,2,3,0
19032000,2,4,0
19033000,2,3,0
19034000,2,4,0
19035000,1,2,0
19036000,2,4,0
19037000,1,4,0
19038000,3,4,0
19039000,1,2,0
19040000,1,3,0
19041000,1,3,0
19042000,2,4,0
19043000,2,3,0
19044000,1,2,0
19045000,3,4,0
19046000,2,4,0
19047000,3,4,0
19048000,1,2,0
19049000,2,4,0
19050000,2,3,0
19051000,1,3,0
19052000,2,3,0
19053000,3,4,0
19054000,2,4,0
19055000,1,3,0
19056000,1,4,0
19057000,1,3,0
19058000,3,4,0
19059000,1,2,0
19060000,1,2,0
19061000,1,3,0
19062000,2,4,0
